CircuitId,PointOrder,X,Y,Longitude,Latitude
austin,0,-53.896,-32.657,-97.639651,30.13176
austin,1,-37.643,-45.612,-97.637935,30.130577
austin,2,-33.154,-48.755,-97.637461,30.13029
austin,3,-29.678,-50.825,-97.637094,30.130101
austin,4,-28.39,-51.438,-97.636958,30.130045
austin,5,-27.888,-51.592,-97.636905,30.130031
austin,6,-27.329,-51.493,-97.636846,30.13004
austin,7,-26.827,-51.187,-97.636793,30.130068
austin,8,-26.486,-50.672,-97.636757,30.130115
austin,9,-26.316,-50.201,-97.636739,30.130158
austin,10,-26.373,-49.631,-97.636745,30.13021
austin,11,-29.905,-39.469,-97.637118,30.131138
austin,12,-31.478,-34.771,-97.637284,30.131567
austin,13,-31.752,-33.325,-97.637313,30.131699
austin,14,-31.809,-32.087,-97.637319,30.131812
austin,15,-31.752,-30.642,-97.637313,30.131944
austin,16,-31.478,-29.295,-97.637284,30.132067
austin,17,-30.976,-27.597,-97.637231,30.132222
austin,18,-30.189,-26.152,-97.637148,30.132354
austin,19,-29.346,-24.86,-97.637059,30.132472
austin,20,-28.172,-23.513,-97.636935,30.132595
austin,21,-26.884,-22.582,-97.636799,30.13268
austin,22,-25.141,-21.497,-97.636615,30.132779
austin,23,-15.67,-15.617,-97.635615,30.133316
austin,24,-11.796,-13.185,-97.635206,30.133538
austin,25,-10.963,-12.364,-97.635118,30.133613
austin,26,-10.234,-11.378,-97.635041,30.133703
austin,27,-9.618,-10.557,-97.634976,30.133778
austin,28,-9.107,-9.418,-97.634922,30.133882
austin,29,-8.718,-8.443,-97.634881,30.133971
austin,30,-7.705,-5.607,-97.634774,30.13423
austin,31,-7.032,-4.676,-97.634703,30.134315
austin,32,-6.189,-3.592,-97.634614,30.134414
austin,33,-5.072,-2.869,-97.634496,30.13448
austin,34,-4.172,-2.398,-97.634401,30.134523
austin,35,-1.937,-1.522,-97.634165,30.134603
austin,36,-0.194,-0.646,-97.633981,30.134683
austin,37,0.81,0.131,-97.633875,30.134754
austin,38,1.435,0.898,-97.633809,30.134824
austin,39,1.994,1.938,-97.63375,30.134919
austin,40,2.212,3.176,-97.633727,30.135032
austin,41,2.552,5.289,-97.633691,30.135225
austin,42,2.723,6.637,-97.633673,30.135348
austin,43,3.054,8.126,-97.633638,30.135484
austin,44,3.509,9.21,-97.63359,30.135583
austin,45,4.068,10.25,-97.633531,30.135678
austin,46,4.797,11.28,-97.633454,30.135772
austin,47,5.583,12.211,-97.633371,30.135857
austin,48,6.758,13.24,-97.633247,30.135951
austin,49,8.103,14.226,-97.633105,30.136041
austin,50,9.561,15.047,-97.632951,30.136116
austin,51,11.124,15.715,-97.632786,30.136177
austin,52,12.478,16.033,-97.632643,30.136206
austin,53,13.596,16.077,-97.632525,30.13621
austin,54,14.496,16.033,-97.63243,30.136206
austin,55,15.954,15.617,-97.632276,30.136168
austin,56,25.255,11.335,-97.631294,30.135777
austin,57,26.155,10.973,-97.631199,30.135744
austin,58,27.102,10.973,-97.631099,30.135744
austin,59,27.831,11.28,-97.631022,30.135772
austin,60,29.687,12.419,-97.630826,30.135876
austin,61,31.866,14.171,-97.630596,30.136036
austin,62,33.438,15.77,-97.63043,30.136182
austin,63,35.01,17.884,-97.630264,30.136375
austin,64,36.185,19.274,-97.63014,30.136502
austin,65,37.255,20.107,-97.630027,30.136578
austin,66,38.429,20.621,-97.629903,30.136625
austin,67,39.329,20.829,-97.629808,30.136644
austin,68,40.617,20.829,-97.629672,30.136644
austin,69,42.076,20.413,-97.629518,30.136606
austin,70,43.193,19.8,-97.6294,30.13655
austin,71,44.093,18.913,-97.629305,30.136469
austin,72,44.595,18.3,-97.629252,30.136413
austin,73,45.097,17.522,-97.629199,30.136342
austin,74,45.552,16.646,-97.629151,30.136262
austin,75,46.224,15.923,-97.62908,30.136196
austin,76,47.01,15.617,-97.628997,30.136168
austin,77,47.787,15.617,-97.628915,30.136168
austin,78,64.551,19.329,-97.627145,30.136507
austin,79,65.621,19.691,-97.627032,30.13654
austin,80,66.294,20.052,-97.626961,30.136573
austin,81,66.796,20.523,-97.626908,30.136616
austin,82,76.608,32.438,-97.625872,30.137704
austin,83,85.236,42.874,-97.624961,30.138657
austin,84,88.541,47.102,-97.624612,30.139043
austin,85,89.896,49.577,-97.624469,30.139269
austin,86,90.0,50.201,-97.624458,30.139326
austin,87,89.839,50.77,-97.624475,30.139378
austin,88,89.441,51.077,-97.624517,30.139406
austin,89,88.939,51.438,-97.62457,30.139439
austin,90,88.38,51.592,-97.624629,30.139453
austin,91,87.765,51.548,-97.624694,30.139449
austin,92,86.922,51.34,-97.624783,30.13943
austin,93,68.983,45.601,-97.626677,30.138906
austin,94,56.481,42.097,-97.627997,30.138586
austin,95,42.691,38.746,-97.629453,30.13828
austin,96,26.212,35.439,-97.631193,30.137978
austin,97,15.897,33.73,-97.632282,30.137822
austin,98,6.36,32.339,-97.633289,30.137695
austin,99,-21.722,29.24,-97.636254,30.137412
austin,100,-24.857,28.671,-97.636585,30.13736
austin,101,-25.255,28.419,-97.636627,30.137337
austin,102,-25.425,27.904,-97.636645,30.13729
austin,103,-25.369,27.488,-97.636639,30.137252
austin,104,-24.971,26.918,-97.636597,30.1372
austin,105,-23.124,24.86,-97.636402,30.137012
austin,106,-16.731,16.077,-97.635727,30.13621
austin,107,-13.927,11.532,-97.635431,30.135795
austin,108,-13.757,10.864,-97.635413,30.135734
austin,109,-13.927,9.889,-97.635431,30.135645
austin,110,-14.325,9.21,-97.635473,30.135583
austin,111,-15.054,8.695,-97.63555,30.135536
austin,112,-15.67,8.542,-97.635615,30.135522
austin,113,-16.845,8.389,-97.635739,30.135508
austin,114,-22.054,8.805,-97.636289,30.135546
austin,115,-22.565,9.057,-97.636343,30.135569
austin,116,-23.01,9.473,-97.63639,30.135607
austin,117,-23.455,9.988,-97.636437,30.135654
austin,118,-23.853,10.71,-97.636479,30.13572
austin,119,-24.914,13.602,-97.636591,30.135984
austin,120,-25.369,14.741,-97.636639,30.136088
austin,121,-26.098,15.77,-97.636716,30.136182
austin,122,-29.517,19.274,-97.637077,30.136502
austin,123,-30.019,19.691,-97.63713,30.13654
austin,124,-30.635,19.953,-97.637195,30.136564
austin,125,-31.25,20.052,-97.63726,30.136573
austin,126,-34.612,20.359,-97.637615,30.136601
austin,127,-35.285,20.315,-97.637686,30.136597
austin,128,-35.683,20.052,-97.637728,30.136573
austin,129,-36.071,19.592,-97.637769,30.136531
austin,130,-36.242,18.968,-97.637787,30.136474
austin,131,-36.014,18.245,-97.637763,30.136408
austin,132,-29.517,7.042,-97.637077,30.135385
austin,133,-26.884,2.092,-97.636799,30.134933
austin,134,-26.657,0.745,-97.636775,30.13481
austin,135,-26.713,-0.591,-97.636781,30.134688
austin,136,-26.931,-1.676,-97.636804,30.134589
austin,137,-27.215,-2.76,-97.636834,30.13449
austin,138,-27.945,-4.775,-97.636911,30.134306
austin,139,-28.958,-6.998,-97.637018,30.134103
austin,140,-29.631,-7.874,-97.637089,30.134023
austin,141,-30.748,-8.695,-97.637207,30.133948
austin,142,-32.036,-9.32,-97.637343,30.133891
austin,143,-37.359,-11.74,-97.637905,30.13367
austin,144,-38.429,-12.003,-97.638018,30.133646
austin,145,-39.49,-12.057,-97.63813,30.133641
austin,146,-41.451,-11.904,-97.638337,30.133655
austin,147,-43.307,-11.641,-97.638533,30.133679
austin,148,-45.097,-11.072,-97.638722,30.133731
austin,149,-47.058,-10.294,-97.638929,30.133802
austin,150,-48.8,-9.265,-97.639113,30.133896
austin,151,-49.975,-8.389,-97.639237,30.133976
austin,152,-50.761,-7.053,-97.63932,30.134098
austin,153,-56.87,1.522,-97.639965,30.134881
austin,154,-61.634,7.513,-97.640468,30.135428
austin,155,-62.249,8.126,-97.640533,30.135484
austin,156,-62.979,8.443,-97.64061,30.135513
austin,157,-63.935,8.641,-97.640711,30.135531
austin,158,-64.778,8.597,-97.6408,30.135527
austin,159,-65.953,8.279,-97.640924,30.135498
austin,160,-67.354,7.819,-97.641072,30.135456
austin,161,-68.529,7.359,-97.641196,30.135414
austin,162,-88.21,-1.27,-97.643274,30.134626
austin,163,-89.328,-2.037,-97.643392,30.134556
austin,164,-89.773,-2.76,-97.643439,30.13449
austin,165,-90.0,-3.537,-97.643463,30.134419
austin,166,-89.773,-4.107,-97.643439,30.134367
austin,167,-89.328,-4.621,-97.643392,30.13432
austin,168,-88.769,-5.136,-97.643333,30.134273
austin,169,-78.455,-13.448,-97.642244,30.133514
austin,170,-53.896,-32.657,-97.639651,30.13176
austin,171,-53.896,-32.657,-97.639651,30.13176
bahrain,0,-56.816,4.675,50.510539,26.031766
bahrain,1,-55.408,55.197,50.510633,26.034797
bahrain,2,-54.075,88.283,50.510722,26.036782
bahrain,3,-53.446,89.767,50.510764,26.036871
bahrain,4,-52.128,90.0,50.510852,26.036885
bahrain,5,-50.705,89.617,50.510947,26.036862
bahrain,6,-49.642,88.833,50.511018,26.036815
bahrain,7,-42.812,81.916,50.511474,26.0364
bahrain,8,-40.955,81.216,50.511598,26.036358
bahrain,9,-38.918,81.366,50.511734,26.036367
bahrain,10,-27.041,85.216,50.512527,26.036598
bahrain,11,-24.196,85.533,50.512717,26.036617
bahrain,12,-21.62,85.366,50.512889,26.036607
bahrain,13,56.292,70.282,50.518091,26.035702
bahrain,14,58.958,69.498,50.518269,26.035655
bahrain,15,60.38,68.015,50.518364,26.035566
bahrain,16,60.725,66.114,50.518387,26.035452
bahrain,17,60.455,64.314,50.518369,26.035344
bahrain,18,59.572,62.281,50.51831,26.035222
bahrain,19,57.894,60.231,50.518198,26.035099
bahrain,20,55.947,58.58,50.518068,26.035
bahrain,21,53.281,56.53,50.51789,26.034877
bahrain,22,43.891,49.546,50.517263,26.034458
bahrain,23,36.342,41.696,50.516759,26.033987
bahrain,24,34.485,39.879,50.516635,26.033878
bahrain,25,32.987,37.295,50.516535,26.033723
bahrain,26,29.617,29.661,50.51631,26.033265
bahrain,27,28.464,28.011,50.516233,26.033166
bahrain,28,26.682,26.844,50.516114,26.033096
bahrain,29,24.915,25.894,50.515996,26.033039
bahrain,30,22.084,25.577,50.515807,26.03302
bahrain,31,13.562,26.994,50.515238,26.033105
bahrain,32,11.255,26.911,50.515084,26.0331
bahrain,33,8.874,26.444,50.514925,26.033072
bahrain,34,6.912,25.427,50.514794,26.033011
bahrain,35,4.531,23.227,50.514635,26.032879
bahrain,36,-12.768,1.308,50.51348,26.031564
bahrain,37,-14.445,-0.192,50.513368,26.031474
bahrain,38,-16.842,-0.575,50.513208,26.031451
bahrain,39,-18.34,0.592,50.513108,26.031521
bahrain,40,-18.879,2.959,50.513072,26.031663
bahrain,41,-18.789,6.559,50.513078,26.031879
bahrain,42,-14.625,31.395,50.513356,26.033369
bahrain,43,-12.229,46.946,50.513516,26.034302
bahrain,44,-11.869,50.013,50.51354,26.034486
bahrain,45,-12.319,52.847,50.51351,26.034656
bahrain,46,-12.933,54.963,50.513469,26.034783
bahrain,47,-14.176,57.08,50.513386,26.03491
bahrain,48,-21.275,63.214,50.512912,26.035278
bahrain,49,-22.249,63.681,50.512847,26.035306
bahrain,50,-23.312,63.381,50.512776,26.035288
bahrain,51,-23.926,62.281,50.512735,26.035222
bahrain,52,-26.502,43.096,50.512563,26.034071
bahrain,53,-27.206,30.294,50.512516,26.033303
bahrain,54,-28.449,7.276,50.512433,26.031922
bahrain,55,-29.333,-16.777,50.512374,26.030479
bahrain,56,-30.231,-38.695,50.512314,26.029164
bahrain,57,-29.872,-42.296,50.512338,26.028948
bahrain,58,-28.449,-44.429,50.512433,26.02882
bahrain,59,-26.233,-45.596,50.512581,26.02875
bahrain,60,-23.132,-46.229,50.512788,26.028712
bahrain,61,-19.942,-45.996,50.513001,26.028726
bahrain,62,-15.958,-45.213,50.513267,26.028773
bahrain,63,-11.869,-43.246,50.51354,26.028891
bahrain,64,-8.425,-40.812,50.51377,26.029037
bahrain,65,-5.055,-37.362,50.513995,26.029244
bahrain,66,-3.003,-33.978,50.514132,26.029447
bahrain,67,0.801,-24.077,50.514386,26.030041
bahrain,68,2.928,-19.91,50.514528,26.030291
bahrain,69,4.965,-17.477,50.514664,26.030437
bahrain,70,7.631,-15.276,50.514842,26.030569
bahrain,71,10.821,-13.31,50.515055,26.030687
bahrain,72,15.254,-12.209,50.515351,26.030753
bahrain,73,20.122,-12.126,50.515676,26.030758
bahrain,74,23.582,-12.926,50.515907,26.03071
bahrain,75,28.195,-15.126,50.516215,26.030578
bahrain,76,40.341,-21.16,50.517026,26.030216
bahrain,77,42.827,-22.977,50.517192,26.030107
bahrain,78,44.954,-25.094,50.517334,26.02998
bahrain,79,46.017,-27.061,50.517405,26.029862
bahrain,80,47.335,-29.261,50.517493,26.02973
bahrain,81,47.335,-31.228,50.517493,26.029612
bahrain,82,46.272,-33.261,50.517422,26.02949
bahrain,83,44.145,-35.312,50.51728,26.029367
bahrain,84,41.225,-37.512,50.517085,26.029235
bahrain,85,-50.795,-89.05,50.510941,26.026143
bahrain,86,-52.473,-89.917,50.510829,26.026091
bahrain,87,-55.138,-90.0,50.510651,26.026086
bahrain,88,-56.292,-88.9,50.510574,26.026152
bahrain,89,-60.366,-80.249,50.510302,26.026671
bahrain,90,-60.725,-76.799,50.510278,26.026878
bahrain,91,-60.635,-70.282,50.510284,26.027269
bahrain,92,-59.482,-34.528,50.510361,26.029414
bahrain,93,-56.816,4.675,50.510539,26.031766
bahrain,94,-56.816,4.675,50.510539,26.031766
baku,0,75.592,32.081,49.853247,40.372688
baku,1,88.768,37.729,49.855023,40.373268
baku,2,89.466,38.284,49.855117,40.373325
baku,3,89.911,39.102,49.855177,40.373409
baku,4,90.0,39.89,49.855189,40.37349
baku,5,89.777,41.03,49.855159,40.373607
baku,6,87.099,47.963,49.854798,40.374319
baku,7,82.574,56.736,49.854188,40.37522
baku,8,78.842,65.228,49.853685,40.376092
baku,9,78.226,65.637,49.853602,40.376134
baku,10,77.44,65.773,49.853496,40.376148
baku,11,64.835,60.729,49.851797,40.37563
baku,12,49.418,54.76,49.849719,40.375017
baku,13,28.385,45.304,49.846884,40.374046
baku,14,10.253,36.998,49.84444,40.373193
baku,15,9.066,35.752,49.84428,40.373065
baku,16,9.066,34.057,49.84428,40.372891
baku,17,14.994,18.682,49.845079,40.371312
baku,18,15.038,17.484,49.845085,40.371189
baku,19,14.118,16.432,49.844961,40.371081
baku,20,3.799,11.563,49.84357,40.370581
baku,21,-2.04,8.35,49.842783,40.370251
baku,22,-9.904,3.306,49.841723,40.369733
baku,23,-10.387,2.663,49.841658,40.369667
baku,24,-10.209,1.738,49.841682,40.369572
baku,25,-8.895,-1.144,49.841859,40.369276
baku,26,-8.94,-1.972,49.841853,40.369191
baku,27,-9.6,-2.615,49.841764,40.369125
baku,28,-12.583,-5.234,49.841362,40.368856
baku,29,-30.5,-19.1,49.838947,40.367432
baku,30,-33.527,-21.846,49.838539,40.36715
baku,31,-34.803,-22.723,49.838367,40.36706
baku,32,-36.079,-22.674,49.838195,40.367065
baku,33,-37.132,-21.525,49.838053,40.367183
baku,34,-41.873,-7.571,49.837414,40.368616
baku,35,-42.444,-6.977,49.837337,40.368677
baku,36,-43.32,-6.792,49.837219,40.368696
baku,37,-44.462,-6.792,49.837065,40.368696
baku,38,-46.176,-5.74,49.836834,40.368804
baku,39,-47.229,-5.468,49.836692,40.368832
baku,40,-48.327,-5.507,49.836544,40.368828
baku,41,-49.381,-5.604,49.836402,40.368818
baku,42,-50.523,-5.146,49.836248,40.368865
baku,43,-51.095,-4.27,49.836171,40.368955
baku,44,-52.104,-0.969,49.836035,40.369294
baku,45,-52.586,-0.365,49.83597,40.369356
baku,46,-53.291,0.093,49.835875,40.369403
baku,47,-54.344,0.141,49.835733,40.369408
baku,48,-61.897,-2.478,49.834715,40.369139
baku,49,-73.93,-8.36,49.833093,40.368535
baku,50,-81.876,-13.131,49.832022,40.368045
baku,51,-83.456,-14.417,49.831809,40.367913
baku,52,-84.688,-16.062,49.831643,40.367744
baku,53,-85.831,-18.409,49.831489,40.367503
baku,54,-89.733,-31.672,49.830963,40.366141
baku,55,-90.0,-33.463,49.830927,40.365957
baku,56,-88.724,-51.78,49.831099,40.364076
baku,57,-88.331,-52.929,49.831152,40.363958
baku,58,-87.366,-54.068,49.831282,40.363841
baku,59,-71.074,-62.608,49.833478,40.362964
baku,60,-66.504,-64.634,49.834094,40.362756
baku,61,-64.004,-65.549,49.834431,40.362662
baku,62,-62.602,-65.773,49.83462,40.362639
baku,63,-60.977,-65.5,49.834839,40.362667
baku,64,-59.834,-64.721,49.834993,40.362747
baku,65,-59.085,-63.894,49.835094,40.362832
baku,66,-54.166,-54.808,49.835757,40.363765
baku,67,-53.024,-52.695,49.835911,40.363982
baku,68,-51.71,-51.001,49.836088,40.364156
baku,69,-37.703,-38.235,49.837976,40.365467
baku,70,-36.561,-36.628,49.83813,40.365632
baku,71,-35.99,-35.07,49.838207,40.365792
baku,72,-34.758,-26.667,49.838373,40.366655
baku,73,-34.231,-25.021,49.838444,40.366824
baku,74,-33.178,-23.453,49.838586,40.366985
baku,75,-31.946,-22.353,49.838752,40.367098
baku,76,-11.789,-6.704,49.841469,40.368705
baku,77,-9.066,-4.913,49.841836,40.368889
baku,78,-5.995,-3.257,49.84225,40.369059
baku,79,-3.138,-1.884,49.842635,40.3692
baku,80,5.95,1.923,49.84386,40.369591
baku,81,14.029,5.692,49.844949,40.369978
baku,82,33.742,14.134,49.847606,40.370845
baku,83,41.739,17.766,49.848684,40.371218
baku,84,62.201,26.482,49.851442,40.372113
baku,85,75.592,32.081,49.853247,40.372688
baku,86,75.592,32.081,49.853247,40.372688
catalunya,0,42.312,9.618,2.261221,41.570034
catalunya,1,23.269,-20.624,2.259727,41.568259
catalunya,2,12.74,-37.576,2.258901,41.567264
catalunya,3,1.791,-54.869,2.258042,41.566249
catalunya,4,-9.668,-73.286,2.257143,41.565168
catalunya,5,-13.582,-79.505,2.256836,41.564803
catalunya,6,-14.831,-80.902,2.256738,41.564721
catalunya,7,-15.952,-81.89,2.25665,41.564663
catalunya,8,-16.921,-82.333,2.256574,41.564637
catalunya,9,-18.655,-82.555,2.256438,41.564624
catalunya,10,-20.235,-82.452,2.256314,41.56463
catalunya,11,-21.408,-82.146,2.256222,41.564648
catalunya,12,-22.542,-81.532,2.256133,41.564684
catalunya,13,-26.494,-79.011,2.255823,41.564832
catalunya,14,-27.743,-78.449,2.255725,41.564865
catalunya,15,-29.986,-77.955,2.255549,41.564894
catalunya,16,-31.797,-77.955,2.255407,41.564894
catalunya,17,-34.384,-78.517,2.255204,41.564861
catalunya,18,-35.85,-79.437,2.255089,41.564807
catalunya,19,-46.812,-87.632,2.254229,41.564326
catalunya,20,-48.342,-88.398,2.254109,41.564281
catalunya,21,-49.922,-88.978,2.253985,41.564247
catalunya,22,-52.038,-89.693,2.253819,41.564205
catalunya,23,-54.039,-90.0,2.253662,41.564187
catalunya,24,-55.786,-90.0,2.253525,41.564187
catalunya,25,-57.685,-89.898,2.253376,41.564193
catalunya,26,-59.801,-89.625,2.25321,41.564209
catalunya,27,-61.853,-88.961,2.253049,41.564248
catalunya,28,-64.326,-87.734,2.252855,41.56432
catalunya,29,-65.601,-86.797,2.252755,41.564375
catalunya,30,-66.773,-85.775,2.252663,41.564435
catalunya,31,-67.831,-84.821,2.25258,41.564491
catalunya,32,-70.636,-81.141,2.25236,41.564707
catalunya,33,-72.012,-78.295,2.252252,41.564874
catalunya,34,-73.006,-75.126,2.252174,41.56506
catalunya,35,-73.261,-72.894,2.252154,41.565191
catalunya,36,-73.516,-70.237,2.252134,41.565347
catalunya,37,-73.453,-67.425,2.252139,41.565512
catalunya,38,-73.032,-64.444,2.252172,41.565687
catalunya,39,-71.846,-59.708,2.252265,41.565965
catalunya,40,-70.546,-55.891,2.252367,41.566189
catalunya,41,-69.144,-52.893,2.252477,41.566365
catalunya,42,-67.64,-50.524,2.252595,41.566504
catalunya,43,-48.597,-20.232,2.254089,41.568282
catalunya,44,-47.449,-19.159,2.254179,41.568345
catalunya,45,-45.856,-18.221,2.254304,41.5684
catalunya,46,-42.886,-17.489,2.254537,41.568443
catalunya,47,-41.0,-17.71,2.254685,41.56843
catalunya,48,-39.47,-18.17,2.254805,41.568403
catalunya,49,-37.711,-19.159,2.254943,41.568345
catalunya,50,-35.722,-20.76,2.255099,41.568251
catalunya,51,-34.448,-22.208,2.255199,41.568166
catalunya,52,-32.918,-25.275,2.255319,41.567986
catalunya,53,-32.37,-27.592,2.255362,41.56785
catalunya,54,-32.217,-31.187,2.255374,41.567639
catalunya,55,-32.345,-33.334,2.255364,41.567513
catalunya,56,-32.88,-35.753,2.255322,41.567371
catalunya,57,-33.912,-38.121,2.255241,41.567232
catalunya,58,-35.824,-41.784,2.255091,41.567017
catalunya,59,-49.655,-63.405,2.254006,41.565748
catalunya,60,-50.037,-64.87,2.253976,41.565662
catalunya,61,-50.062,-66.148,2.253974,41.565587
catalunya,62,-49.718,-67.681,2.254001,41.565497
catalunya,63,-49.081,-68.737,2.254051,41.565435
catalunya,64,-48.38,-69.623,2.254106,41.565383
catalunya,65,-47.284,-70.39,2.254192,41.565338
catalunya,66,-45.92,-70.867,2.254299,41.56531
catalunya,67,-44.849,-71.054,2.254383,41.565299
catalunya,68,-43.103,-70.714,2.25452,41.565319
catalunya,69,-42.3,-70.39,2.254583,41.565338
catalunya,70,-21.51,-60.985,2.256214,41.56589
catalunya,71,-18.629,-59.196,2.25644,41.565995
catalunya,72,-15.761,-56.999,2.256665,41.566124
catalunya,73,-12.88,-54.273,2.256891,41.566284
catalunya,74,-10.841,-51.802,2.257051,41.566429
catalunya,75,-2.568,-38.82,2.2577,41.567191
catalunya,76,-1.676,-36.877,2.25777,41.567305
catalunya,77,-1.294,-35.531,2.2578,41.567384
catalunya,78,-1.638,-33.402,2.257773,41.567509
catalunya,79,-2.696,-31.494,2.25769,41.567621
catalunya,80,-4.327,-29.977,2.257562,41.56771
catalunya,81,-8.1,-27.745,2.257266,41.567841
catalunya,82,-10.153,-26.076,2.257105,41.567939
catalunya,83,-11.287,-24.798,2.257016,41.568014
catalunya,84,-12.409,-23.162,2.256928,41.56811
catalunya,85,-13.033,-22.055,2.256879,41.568175
catalunya,86,-18.234,-9.652,2.256471,41.568903
catalunya,87,-24.136,4.319,2.256008,41.569723
catalunya,88,-24.607,6.721,2.255971,41.569864
catalunya,89,-24.607,9.175,2.255971,41.570008
catalunya,90,-24.365,11.066,2.25599,41.570119
catalunya,91,-23.983,12.889,2.25602,41.570226
catalunya,92,-22.823,15.001,2.256111,41.57035
catalunya,93,-21.931,16.433,2.256181,41.570434
catalunya,94,-20.019,18.528,2.256331,41.570557
catalunya,95,-18.119,20.01,2.25648,41.570644
catalunya,96,48.036,53.949,2.26167,41.572636
catalunya,97,50.356,55.261,2.261852,41.572713
catalunya,98,51.567,56.556,2.261947,41.572789
catalunya,99,52.153,57.799,2.261993,41.572862
catalunya,100,52.306,59.299,2.262005,41.57295
catalunya,101,51.834,60.968,2.261968,41.573048
catalunya,102,51.057,62.297,2.261907,41.573126
catalunya,103,49.935,63.388,2.261819,41.57319
catalunya,104,48.303,64.631,2.261691,41.573263
catalunya,105,45.665,65.79,2.261484,41.573331
catalunya,106,44.033,66.182,2.261356,41.573354
catalunya,107,41.777,66.488,2.261179,41.573372
catalunya,108,39.84,66.574,2.261027,41.573377
catalunya,109,37.889,66.454,2.260874,41.57337
catalunya,110,35.761,65.909,2.260707,41.573338
catalunya,111,32.803,64.478,2.260475,41.573254
catalunya,112,30.777,63.302,2.260316,41.573185
catalunya,113,27.947,60.815,2.260094,41.573039
catalunya,114,25.143,58.805,2.259874,41.572921
catalunya,115,23.205,57.936,2.259722,41.57287
catalunya,116,20.21,57.714,2.259487,41.572857
catalunya,117,18.425,58.106,2.259347,41.57288
catalunya,118,16.297,59.196,2.25918,41.572944
catalunya,119,14.589,60.628,2.259046,41.573028
catalunya,120,13.531,62.297,2.258963,41.573126
catalunya,121,12.677,64.171,2.258896,41.573236
catalunya,122,12.409,66.233,2.258875,41.573357
catalunya,123,12.332,67.204,2.258869,41.573414
catalunya,124,12.919,69.93,2.258915,41.573574
catalunya,125,13.964,71.872,2.258997,41.573688
catalunya,126,15.596,73.457,2.259125,41.573781
catalunya,127,31.363,86.439,2.260362,41.574543
catalunya,128,32.918,87.751,2.260484,41.57462
catalunya,129,34.881,88.91,2.260638,41.574688
catalunya,130,36.666,89.54,2.260778,41.574725
catalunya,131,39.151,89.932,2.260973,41.574748
catalunya,132,41.599,90.0,2.261165,41.574752
catalunya,133,43.842,89.54,2.261341,41.574725
catalunya,134,45.678,88.756,2.261485,41.574679
catalunya,135,49.4,86.388,2.261777,41.57454
catalunya,136,53.555,83.713,2.262103,41.574383
catalunya,137,57.15,81.226,2.262385,41.574237
catalunya,138,59.469,79.88,2.262567,41.574158
catalunya,139,67.309,74.905,2.263182,41.573866
catalunya,140,69.195,73.576,2.26333,41.573788
catalunya,141,70.393,72.315,2.263424,41.573714
catalunya,142,71.477,70.85,2.263509,41.573628
catalunya,143,72.356,69.163,2.263578,41.573529
catalunya,144,73.083,66.914,2.263635,41.573397
catalunya,145,73.491,64.819,2.263667,41.573274
catalunya,146,73.516,61.803,2.263669,41.573097
catalunya,147,73.083,59.094,2.263635,41.572938
catalunya,148,70.903,54.784,2.263464,41.572685
catalunya,149,42.312,9.618,2.261221,41.570034
catalunya,150,42.312,9.618,2.261221,41.570034
hockenheimring,0,-75.324,-26.815,8.565865,49.327768
hockenheimring,1,-82.68,-11.838,8.565045,49.328856
hockenheimring,2,-89.847,1.528,8.564246,49.329827
hockenheimring,3,-90.0,2.56,8.564229,49.329902
hockenheimring,4,-89.686,3.606,8.564264,49.329978
hockenheimring,5,-86.448,10.998,8.564625,49.330515
hockenheimring,6,-84.905,14.316,8.564797,49.330756
hockenheimring,7,-83.263,17.358,8.56498,49.330977
hockenheimring,8,-81.505,20.015,8.565176,49.33117
hockenheimring,9,-79.755,22.286,8.565371,49.331335
hockenheimring,10,-76.517,26.057,8.565732,49.331609
hockenheimring,11,-69.511,33.257,8.566513,49.332132
hockenheimring,12,-47.9,55.9,8.568922,49.333777
hockenheimring,13,-46.994,56.355,8.569023,49.33381
hockenheimring,14,-45.774,56.547,8.569159,49.333824
hockenheimring,15,-44.76,56.093,8.569272,49.333791
hockenheimring,16,-43.701,55.116,8.56939,49.33372
hockenheimring,17,-42.535,53.244,8.56952,49.333584
hockenheimring,18,-41.683,50.904,8.569615,49.333414
hockenheimring,19,-41.522,48.894,8.569633,49.333268
hockenheimring,20,-41.575,46.099,8.569627,49.333065
hockenheimring,21,-41.369,44.613,8.56965,49.332957
hockenheimring,22,-41.046,43.319,8.569686,49.332863
hockenheimring,23,-40.14,41.502,8.569787,49.332731
hockenheimring,24,-39.135,40.194,8.569899,49.332636
hockenheimring,25,-37.386,38.9,8.570094,49.332542
hockenheimring,26,-32.291,35.789,8.570662,49.332316
hockenheimring,27,-26.872,32.734,8.571266,49.332094
hockenheimring,28,-21.185,29.884,8.5719,49.331887
hockenheimring,29,-15.829,27.351,8.572497,49.331703
hockenheimring,30,-11.792,25.658,8.572947,49.33158
hockenheimring,31,-6.751,23.91,8.573509,49.331453
hockenheimring,32,-1.754,22.547,8.574066,49.331354
hockenheimring,33,2.597,21.515,8.574551,49.331279
hockenheimring,34,8.437,20.469,8.575202,49.331203
hockenheimring,35,12.474,19.959,8.575652,49.331166
hockenheimring,36,17.148,19.56,8.576173,49.331137
hockenheimring,37,21.077,19.505,8.576611,49.331133
hockenheimring,38,26.172,19.753,8.577179,49.331151
hockenheimring,39,31.169,20.276,8.577736,49.331189
